TransactionDate,Category,DailySalesAmount
2022-04-14,TVs,191533.47000000003
2022-03-10,Smartphones,248467.19
2023-06-23,Tablets,221568.61
2024-12-25,Smartphones,245388.05
2022-12-03,Accessories,158327.21
2022-01-14,Tablets,238369.61000000004
2022-06-02,TVs,139370.61000000002
2020-08-01,Accessories,177779.08
2024-07-20,Laptops,298316.01999999996
2023-03-14,Smartphones,255527.21000000002
2024-01-01,Tablets,244521.84
2020-09-29,Laptops,295849.55
2024-12-23,TVs,201506.83000000002
2020-10-17,Tablets,217689.43
2021-03-18,Smartphones,259103.78999999995
2023-07-18,Laptops,232075.46999999997
2023-07-19,Laptops,291986.65
2021-09-24,Accessories,245050.71
2021-03-13,Laptops,173526.78999999998
2022-06-11,Laptops,263963.52
2024-11-06,Accessories,178276.97
2020-07-28,Smartphones,232545.23
2024-05-31,Accessories,218330.78999999998
2021-04-10,Smartphones,320341.4
2025-05-12,Laptops,141148.66
2022-11-17,Laptops,313764.87999999995
2025-05-07,TVs,353145.76
2021-07-19,Tablets,223742.78000000003
2023-08-11,Tablets,289018.52
2021-11-05,Smartphones,148023.38
2023-01-25,Tablets,281883.14
2024-01-27,Laptops,190181.56
2023-06-21,Smartphones,216443.31
2024-03-16,Laptops,305155.34
2020-10-03,Accessories,199829.04
2021-07-26,TVs,227149.21
2024-05-11,Tablets,176050.57
2022-08-06,TVs,318818.22
2022-03-11,Tablets,291263.92
2022-12-05,Tablets,160227.01
2023-10-15,Laptops,219681.58999999997
2024-05-12,Accessories,275317.55
2025-03-16,TVs,227223.55000000002
2022-12-24,Laptops,193825.14
2024-02-29,Accessories,188564.56
2021-05-11,TVs,295606.55
2021-05-08,TVs,295017.9
2023-06-24,TVs,242866.0
2023-06-23,Smartphones,270663.81
2022-09-17,TVs,161183.59000000003
2024-04-23,Accessories,220466.38999999996
2024-12-23,Smartphones,205338.62
2020-12-09,Smartphones,211300.72999999998
2021-08-26,Laptops,239848.00999999998
2022-07-16,Laptops,246811.72000000003
2021-09-15,Accessories,132278.33
2023-11-17,TVs,277497.11000000004
2022-11-08,Smartphones,171793.32
2023-01-30,TVs,161222.82
2021-06-26,Smartphones,361426.49
2022-07-27,Smartphones,200139.27
2023-05-14,Smartphones,199411.45
2023-01-19,Accessories,183100.29000000004
2023-10-19,Laptops,193384.36
2024-10-09,Tablets,238054.65
2021-01-02,Accessories,274382.67000000004
2020-07-06,Tablets,210013.47999999998
2024-04-20,Accessories,192381.06
2020-06-25,Tablets,325622.99
2025-06-15,Laptops,407305.10000000003
2024-07-09,Smartphones,304513.33
2022-03-16,Tablets,266689.11000000004
2022-04-24,Tablets,189723.55000000002
2022-05-05,Tablets,286438.24
2025-04-25,Tablets,216603.59000000003
2023-02-25,Accessories,186128.87
2021-05-06,Tablets,160386.66
2023-01-12,Laptops,211278.02
2025-04-04,TVs,225261.69999999998
2020-10-28,Laptops,300264.67
2024-02-05,TVs,228421.87999999998
2023-10-04,Tablets,204717.42999999996
2024-04-11,Smartphones,233902.38
2020-10-11,Tablets,181886.78999999998
2020-09-26,Accessories,167872.30999999997
2023-10-24,TVs,225773.34000000003
2023-03-25,Smartphones,253605.94
2023-05-09,Accessories,237566.31
2021-06-15,Smartphones,234570.92
2025-05-23,TVs,237811.05
2021-05-14,Smartphones,324020.65
2025-05-21,Laptops,264843.85000000003
2020-07-12,Smartphones,231280.91999999998
2022-04-30,TVs,276516.26999999996
2025-06-11,Smartphones,251176.91
2024-10-02,Laptops,219421.58000000002
2022-05-17,Laptops,236878.35000000003
2022-10-01,Tablets,240186.69
2020-09-25,Accessories,295495.09
2024-01-24,TVs,166350.99
2023-06-05,Laptops,203257.39
2023-12-04,Tablets,399058.37
2025-04-14,Smartphones,205624.97000000003
2020-12-24,Tablets,297215.60000000003
2023-04-26,Laptops,320386.4
2024-05-12,TVs,165528.5
2023-11-20,Laptops,220451.51
2022-05-11,Laptops,276406.16
2023-02-24,TVs,251832.64999999997
2022-09-19,Accessories,256533.87000000002
2025-04-10,TVs,316400.14
2022-04-22,TVs,293583.12
2022-08-11,Laptops,256027.46000000002
2022-04-02,Smartphones,223301.27000000002
2023-03-14,Accessories,272228.06999999995
2021-06-06,Tablets,259574.72000000003
2024-02-25,Tablets,184742.44
2021-04-17,Tablets,224646.77000000002
2020-12-25,Accessories,271636.55000000005
2022-11-18,Smartphones,331701.51999999996
2020-11-20,TVs,247193.94
2021-07-02,Accessories,299503.80999999994
2025-03-29,Laptops,168992.52
2023-02-17,Laptops,257692.36999999997
2022-04-09,Laptops,204029.69
2021-03-06,Accessories,249074.43999999997
2024-01-09,TVs,218038.04
2023-11-25,Smartphones,245799.61
2025-05-28,TVs,214155.49
2024-12-07,Accessories,305026.43
2024-01-23,Laptops,167943.25999999998
2020-11-17,Accessories,268033.49
2023-02-09,Laptops,276397.4
2022-06-09,Laptops,225934.41
2023-03-04,Smartphones,223802.92000000004
2025-04-30,Accessories,249309.18
2022-05-09,Laptops,195544.77000000002
2024-03-02,Smartphones,278764.63
2021-05-15,Tablets,209326.96
2022-08-31,Accessories,183093.54
2023-05-26,Tablets,188517.22
2022-03-23,Laptops,242580.62
2022-09-23,TVs,248816.96000000002
2021-04-14,Laptops,317783.17
2020-10-25,Tablets,327393.27999999997
2024-08-08,Smartphones,348746.12
2025-02-18,Accessories,248596.03
2021-12-29,Laptops,287496.17
2022-08-14,Tablets,216429.63
2023-11-04,Tablets,334588.43999999994
2022-10-29,Laptops,264012.71
2024-04-28,Tablets,272976.94000000006
2023-03-20,TVs,177952.15
2022-08-14,Smartphones,235751.93
2023-12-30,Laptops,325255.0
2020-09-18,Accessories,250261.42
2021-07-12,Tablets,238947.59999999998
2020-08-31,Tablets,234415.51
2022-08-28,Smartphones,188572.86
2021-10-28,Tablets,347161.9199999999
2020-08-01,TVs,220877.89
2023-01-19,TVs,205629.51
2022-11-25,Accessories,293573.73
2024-02-19,Tablets,316950.06000000006
2020-10-20,Laptops,248474.33000000002
2024-05-17,TVs,295872.55
2021-07-14,Smartphones,173006.15999999997
2021-11-23,Accessories,232488.52
2021-03-03,Tablets,141592.64
2020-11-05,Accessories,333358.32
2023-05-30,Accessories,227124.41999999998
2021-01-12,Accessories,311777.69999999995
2020-07-28,Accessories,156660.8
2021-03-19,TVs,274915.68
2024-05-07,Accessories,159975.78
2024-04-16,Laptops,261739.15999999997
2024-11-08,Smartphones,258171.11000000002
2023-06-28,Tablets,241535.28
2021-08-21,Accessories,252844.77
2022-11-12,Smartphones,183085.09000000003
2022-01-30,Accessories,302745.24
2023-04-12,Accessories,260663.47000000003
2024-07-14,Tablets,327691.47
2023-10-21,Laptops,200133.07
2020-11-11,Laptops,190007.28
2022-08-18,Accessories,201414.79
2020-08-01,Smartphones,230518.25
2025-01-11,Smartphones,370213.72
2023-10-14,Laptops,154977.72000000003
2022-07-13,Accessories,274377.55
2021-07-10,Smartphones,355841.23
2025-04-08,Laptops,177038.61
2025-02-13,Laptops,364053.48
2024-08-04,TVs,382401.76
2021-03-26,Tablets,293714.01
2022-11-17,Tablets,149230.35
2020-11-26,Accessories,225288.24
2021-03-21,TVs,252856.30999999997
2024-11-03,Laptops,309249.63999999996
2024-05-09,Laptops,254515.91
2023-04-25,TVs,326669.3
2021-07-26,Laptops,192673.41
2022-07-10,TVs,325843.14
2023-03-18,Accessories,268400.48000000004
2023-02-14,Accessories,179759.49
2024-08-26,Accessories,190211.74000000002
2023-04-17,Tablets,282613.43999999994
2024-06-24,TVs,159150.94000000003
2025-01-29,Accessories,194184.44999999998
2025-01-19,Laptops,252167.15999999997
2025-03-05,TVs,219640.65999999997
2021-01-13,Accessories,282941.95
2023-04-06,TVs,244152.55
2024-12-16,Accessories,217978.21000000002
2024-06-05,TVs,297126.71
2023-01-27,Laptops,334156.13999999996
2020-11-17,TVs,227465.66
2022-08-26,Smartphones,371166.06000000006
2021-04-19,Smartphones,260074.61000000002
2022-06-19,TVs,100383.45999999999
2023-05-17,Laptops,328220.88
2024-04-27,Laptops,250175.91999999998
2024-06-07,Smartphones,182334.96999999997
2021-08-05,TVs,244117.46000000002
2024-10-28,TVs,204271.43
2020-10-16,Accessories,218240.52000000005
2021-09-01,Smartphones,176906.62
2023-09-08,Smartphones,261700.06999999998
2024-08-12,Smartphones,189288.56
2020-12-19,Smartphones,281031.9199999999
2024-05-18,Laptops,298807.34
2022-06-30,Laptops,256638.14999999997
2024-06-28,Laptops,195533.36000000002
2023-05-25,TVs,106177.19
2021-12-30,Smartphones,250122.98
2022-08-23,Accessories,241067.43000000005
2023-03-12,Tablets,306504.75999999995
2020-11-21,Accessories,172647.24
2022-09-22,Tablets,333511.66000000003
2020-12-04,Accessories,239875.12
2021-12-08,Smartphones,339603.53
2021-04-15,TVs,312413.88
2025-03-17,Smartphones,237732.46999999997
2024-02-29,TVs,228325.37
2020-12-10,Smartphones,216585.45999999996
2022-02-10,TVs,143440.7
2022-08-13,TVs,244729.82
2023-12-05,Laptops,192358.64
2025-01-26,Tablets,344760.81
2024-12-29,Accessories,189265.83
2023-08-19,Accessories,359003.20999999996
2022-03-15,Laptops,283517.56
2021-05-18,Accessories,247355.13
2023-06-14,Laptops,178929.96999999997
2022-01-21,Smartphones,215110.0
2023-01-04,Accessories,275441.16
2022-09-04,Laptops,217104.32
2022-03-05,Laptops,266270.91
2025-02-14,Tablets,352136.69
2024-03-14,Accessories,184145.21000000002
2021-03-18,Accessories,203025.74000000002
2020-08-11,Smartphones,209568.97999999998
2024-12-13,TVs,140696.97999999998
2025-01-31,Smartphones,257533.34
2021-04-24,Tablets,227450.73999999996
2021-02-13,Tablets,202854.54
2024-04-01,Smartphones,163371.49
2020-10-02,Laptops,281392.20999999996
2023-03-08,Smartphones,189194.19
2024-10-27,Laptops,140158.46
2021-10-05,Accessories,272105.41
2021-05-11,Tablets,255284.77
2024-01-10,Laptops,451959.98000000004
2022-05-07,TVs,253574.65000000002
2023-05-07,Laptops,270886.02
2020-11-29,Laptops,219453.56
2024-05-02,Tablets,217829.38
2023-12-03,Accessories,210542.50000000003
2020-08-30,Accessories,291506.93
2022-10-12,Tablets,294831.14
2023-11-03,Tablets,321851.54000000004
2022-03-18,Smartphones,265053.73000000004
2024-07-30,TVs,226026.79999999996
2020-09-19,TVs,261793.19999999998
2025-03-31,Laptops,242638.90000000002
2023-02-13,Smartphones,258111.05999999997
2022-08-29,Tablets,249642.01
2024-09-29,TVs,209019.63999999996
2022-01-22,Accessories,339725.72
2020-10-07,Accessories,167957.26
2022-07-08,Accessories,241889.93
2022-07-21,Accessories,270037.82999999996
2023-01-27,TVs,353382.97
2023-11-12,Smartphones,305209.13
2022-08-26,Tablets,260220.54
2025-01-10,Tablets,261644.25
2020-07-23,Smartphones,371944.99
2025-04-17,Tablets,218391.0
2024-08-06,Accessories,277477.81
2023-09-22,Laptops,225261.33000000002
2023-01-29,Accessories,246614.68
2025-03-11,Accessories,182566.51
2023-04-03,TVs,213939.87
2020-10-08,TVs,192445.46999999997
2025-03-01,Accessories,293542.06999999995
2020-08-17,TVs,241896.28999999998
2023-01-27,Smartphones,289850.85000000003
2022-04-21,Laptops,309361.61
2025-01-25,Accessories,214453.03999999998
2022-09-19,TVs,216992.37999999998
2023-12-24,Smartphones,290870.15
2025-05-25,Tablets,169274.01
2024-08-16,Smartphones,294467.77999999997
2022-12-14,TVs,157302.52999999997
2024-11-03,Smartphones,298836.14
2024-04-20,Tablets,265140.58
2022-03-13,TVs,211880.87
2022-12-05,Laptops,296478.42000000004
2025-02-25,Smartphones,337913.30999999994
2023-02-03,Accessories,340662.4
2020-07-02,Laptops,211333.07000000004
2020-10-24,Tablets,299708.20999999996
2023-01-05,TVs,245617.31999999998
2024-09-19,Laptops,218901.19
2021-01-20,Laptops,159615.40999999997
2023-12-26,Accessories,306306.63
2020-06-21,Tablets,199792.97000000003
2021-01-10,Smartphones,218867.44
2024-06-15,Accessories,340956.93000000005
2024-11-08,Accessories,226324.02999999997
2024-06-09,Accessories,185645.32
2025-01-05,TVs,411661.3000000001
2024-06-22,TVs,235998.32
2021-11-08,Accessories,335696.70999999996
2023-10-28,Smartphones,205042.74
2024-12-08,Smartphones,241830.36000000002
2021-10-28,Accessories,330650.31
2022-09-03,Accessories,205065.45
2024-10-08,TVs,262016.18
2022-01-12,Accessories,239193.79
2024-10-06,Smartphones,211803.85
2024-02-27,Tablets,315367.76
2025-04-12,Accessories,339588.74
2021-06-26,Accessories,266253.68000000005
2024-03-13,Accessories,356605.54
2024-07-17,Accessories,215711.3
2025-01-13,Tablets,241961.16999999998
2022-07-14,Tablets,145810.65
2024-06-03,TVs,211987.4
2023-05-13,Laptops,276871.82
2023-12-05,TVs,208689.22000000003
2023-09-09,Smartphones,221042.09
2023-11-08,Accessories,283435.61
2025-01-12,Accessories,279250.03
2023-01-14,Tablets,277943.33999999997
2020-09-06,Smartphones,352205.51
2021-02-13,TVs,190683.82
2022-06-26,Accessories,209376.4
2021-12-16,Tablets,273121.15
2024-07-30,Accessories,212119.93999999997
2023-02-23,Laptops,233533.43000000002
2020-11-17,Smartphones,211369.69000000003
2023-07-28,Accessories,210479.97
2021-04-21,TVs,305217.82
2022-06-28,TVs,207013.64999999997
2022-03-30,Laptops,293622.8
2022-11-10,Smartphones,275192.38999999996
2020-10-04,TVs,313085.97
2024-04-22,Tablets,160879.77
2023-04-23,Accessories,285132.94
2023-05-12,Smartphones,299574.07
2022-05-01,Smartphones,265691.25
2023-01-23,Laptops,294811.48000000004
2020-08-23,Smartphones,139888.5
2023-01-04,Laptops,233753.00000000003
2021-03-17,Tablets,164628.12000000002
2021-08-25,Tablets,361734.2
2022-07-18,TVs,280315.49
2021-03-10,Laptops,202270.10000000003
2021-02-12,TVs,257630.81000000003
2023-09-11,Accessories,207958.58000000002
2024-03-24,Laptops,234795.0
2022-12-26,TVs,340541.42
2022-12-31,Smartphones,244589.7
2024-08-15,Laptops,369944.23
2022-08-23,Tablets,240244.67
2021-09-20,TVs,299059.97
2021-05-17,Laptops,200612.54
2025-02-14,Smartphones,169109.39
2023-07-04,Laptops,231598.43
2025-03-05,Accessories,260891.47999999998
2024-08-04,Smartphones,249249.39000000004
2020-07-28,Tablets,264117.01
2021-02-20,Tablets,272250.78
2022-10-23,Accessories,259498.40000000002
2022-05-16,Laptops,225203.37
2021-08-22,Smartphones,354804.25
2022-03-13,Tablets,235621.45999999996
2022-01-07,Laptops,289421.61
2023-10-09,Laptops,281521.14
2021-08-21,TVs,193559.82999999996
2021-09-20,Tablets,240386.74000000005
2023-05-08,Smartphones,203992.34
2025-03-15,Tablets,230705.89999999997
2021-09-17,TVs,199268.26
2020-12-15,Smartphones,253925.7
2023-09-25,TVs,226824.94
2021-05-05,TVs,180989.63
2021-05-05,Tablets,275783.73
2023-09-22,Smartphones,234891.69
2020-12-24,TVs,213385.53
2025-02-19,TVs,270839.2
2020-12-08,Smartphones,333732.45999999996
2021-08-27,Tablets,220299.54000000004
2023-08-19,TVs,191627.78000000003
2020-07-03,Smartphones,193408.72999999998
2022-10-21,Accessories,284451.51999999996
2025-05-24,Tablets,190260.87
2025-06-04,Laptops,218725.95
2025-03-15,Smartphones,325593.54000000004
2021-03-13,Accessories,245003.59999999998
2023-05-29,Smartphones,238197.83
2022-01-18,Smartphones,253942.01000000004
2021-06-18,Laptops,269326.2
2021-07-19,Accessories,202667.22000000003
2024-11-14,Laptops,299633.6
2024-05-27,Tablets,297454.75
2021-01-14,Laptops,204360.09
2024-06-01,Accessories,253581.96999999997
2022-03-18,Tablets,168182.4
2021-09-24,TVs,333118.76999999996
2021-03-16,Accessories,242690.91000000003
2025-05-14,Laptops,242851.91
2022-04-14,Laptops,288416.64
2021-07-30,Laptops,229575.72999999998
2020-07-26,Smartphones,207246.36000000002
2020-10-31,Laptops,206248.27
2021-07-14,Tablets,261061.77999999997
2021-06-21,Laptops,344194.06
2020-08-16,Laptops,209647.5
2024-10-09,TVs,232418.64
2023-12-24,Laptops,297560.38
2023-05-03,TVs,292451.91
2021-05-08,Accessories,110052.64000000001
2022-02-23,Accessories,165494.15
2024-06-28,Smartphones,237122.18
2022-05-06,Laptops,213558.86
2023-02-12,Accessories,246140.06
2023-07-22,Accessories,367437.12
2020-10-08,Laptops,268453.18000000005
2021-12-22,Smartphones,303444.07000000007
2020-07-23,Accessories,211505.18000000002
2024-12-17,Accessories,182749.24
2025-03-06,Tablets,269708.36
2021-05-10,Laptops,278515.47
2025-01-22,Accessories,274372.92
2021-08-05,Accessories,101147.16
2021-11-15,Tablets,377082.06000000006
2022-01-24,TVs,213561.75
2021-08-09,Laptops,157914.32
2023-05-21,Laptops,312084.21
2020-12-22,Tablets,211866.02
2022-11-01,TVs,255296.54000000004
2021-06-26,Laptops,295391.94
2023-06-18,Accessories,293250.14999999997
2022-07-06,Laptops,147366.47999999998
2025-05-16,Accessories,265146.70999999996
2023-06-28,TVs,295185.19
2025-02-04,Smartphones,202883.61
2021-02-01,Accessories,211580.86000000004
2023-06-12,Smartphones,197015.11000000002
2023-03-11,TVs,215490.22000000003
2020-07-15,Accessories,276082.94
2023-10-21,Tablets,195449.24
2020-08-16,Smartphones,202437.60000000003
2022-08-18,TVs,336098.27
2025-02-09,Tablets,208464.09
2022-03-16,TVs,158737.96
2020-09-13,Laptops,288101.93000000005
2020-12-28,TVs,215956.69999999998
2021-07-29,Laptops,294802.48000000004
2024-04-21,Accessories,306448.97000000003
2022-12-11,Tablets,231462.08000000002
2022-03-27,Accessories,220281.39
2023-09-13,Laptops,246836.33999999997
2025-04-17,Laptops,292476.36
2024-02-23,Accessories,234231.97999999998
2022-10-11,TVs,150066.72999999998
2023-09-04,TVs,227948.1
2022-10-06,Tablets,294919.12000000005
2022-03-24,Smartphones,213804.86999999997
2023-12-23,Accessories,353636.25
2022-04-03,Accessories,241703.7
2020-11-27,TVs,236064.40000000002
2024-11-18,Tablets,265858.79000000004
2023-12-28,Smartphones,269293.05
2021-03-29,Laptops,146044.6
2020-09-14,Accessories,323155.26
2023-11-14,Tablets,260028.75
2020-12-03,TVs,261905.19
2025-03-01,Tablets,325029.51000000007
2021-12-21,Accessories,260608.89000000004
2021-01-24,Accessories,264892.88999999996
2024-03-24,Accessories,186700.81
2023-12-24,Accessories,195165.85
2023-09-08,Accessories,199884.06
2024-07-31,Tablets,174201.47999999998
2024-09-16,Accessories,250953.02999999997
2023-03-26,Tablets,263508.67
2021-10-22,Laptops,290996.05
2025-04-26,Tablets,373313.54999999993
2024-04-27,Accessories,276272.51
2020-10-29,TVs,296422.74
2022-07-18,Tablets,199778.82
2025-06-17,Tablets,394500.6
2024-05-10,TVs,303891.03
2024-05-26,Smartphones,252277.48
2021-10-12,Tablets,253115.93000000002
2022-01-01,Smartphones,256136.27999999997
2025-04-28,Laptops,241278.14
2022-04-14,Smartphones,347738.87000000005
2024-08-11,Tablets,232733.86
2025-03-27,Accessories,335032.67
2025-02-16,TVs,254287.03
2021-12-31,Tablets,295756.33999999997
2022-02-12,Accessories,160435.75999999998
2020-12-05,TVs,265699.0
2021-10-08,TVs,286983.94
2021-06-14,Laptops,175829.84999999998
2023-12-12,Tablets,233081.37
2021-07-15,Laptops,266362.8
2021-01-06,Laptops,200474.50999999998
2021-11-10,Tablets,98090.31000000001
2021-07-28,TVs,129778.06999999999
2020-08-04,Laptops,254184.05999999994
2025-04-23,Smartphones,175127.21999999997
2020-08-20,Tablets,259865.38
2022-11-13,TVs,249008.68
2020-08-12,Laptops,204253.69
2021-06-23,Smartphones,213590.18
2024-09-03,Tablets,208328.38
2024-12-22,Laptops,325149.2
2022-11-22,TVs,153282.37000000002
2025-05-22,Tablets,260615.78000000003
2021-05-07,Laptops,297908.83
2020-06-25,TVs,264904.72000000003
2023-08-31,Smartphones,192795.35
2020-09-23,Accessories,183175.21000000002
2022-02-17,Smartphones,369527.17000000004
2020-10-09,Smartphones,198629.14
2022-04-24,Smartphones,185562.22999999998
2021-10-25,Accessories,209725.90999999997
2022-02-16,TVs,295016.09
2022-06-24,Accessories,264238.76
2022-01-01,Tablets,195451.45999999996
2022-02-15,Accessories,191398.43
2020-07-25,Laptops,276008.04
2024-06-11,Laptops,276263.77
2022-02-14,Accessories,287294.4
2021-12-14,Smartphones,280440.52
2021-04-04,TVs,172361.2
2021-02-03,Laptops,244566.17
2023-11-16,Tablets,242311.53000000003
2024-03-26,Tablets,237619.69
2023-08-07,Smartphones,206287.51
2020-09-16,TVs,257316.21000000002
2024-10-16,Tablets,153380.41999999998
2021-09-28,TVs,237741.43
2021-08-28,TVs,163119.49
2024-01-06,Accessories,241079.71
2021-06-20,Accessories,263131.0
2023-07-29,TVs,187614.25999999998
2023-10-22,Smartphones,313557.91000000003
2022-02-08,Laptops,270040.08999999997
2021-01-04,Tablets,200846.59999999998
2021-12-30,TVs,195283.52000000002
2023-06-23,TVs,207357.73
2025-05-11,Laptops,195409.89
2022-12-11,Accessories,177075.38999999998
2023-11-21,Smartphones,220821.89000000004
2021-09-27,TVs,254549.62000000002
2023-01-21,Laptops,269979.92
2025-02-01,TVs,364575.48
2024-05-15,Laptops,332315.68
2020-09-28,Accessories,274982.45
2020-11-21,Laptops,158452.34
2020-07-29,Accessories,232279.38
2022-12-23,Laptops,233994.27999999997
2020-10-06,TVs,335631.37999999995
2025-06-02,TVs,225281.15999999997
2022-04-29,Smartphones,213052.18000000002
2024-05-17,Tablets,213794.86999999997
2023-11-26,Laptops,267849.63
2020-10-02,Tablets,287433.47000000003
2023-06-12,TVs,253016.11999999997
2023-08-07,Accessories,210042.44999999998
2021-04-09,Laptops,198499.27000000002
2021-04-11,Accessories,161778.12
2022-08-15,TVs,226144.83000000002
2025-05-24,Laptops,298047.77999999997
2023-08-21,Tablets,148682.88
2022-11-12,Laptops,150030.81
2025-05-15,Accessories,148572.21000000002
2022-10-02,TVs,316541.11
2021-03-14,Accessories,192715.91
2022-10-28,Laptops,317792.36
2021-02-16,Laptops,239858.46
2022-09-06,TVs,291763.23
2022-06-25,Tablets,276535.00999999995
2025-06-10,TVs,304743.02
2021-02-03,Tablets,332466.15
2021-12-09,TVs,304101.8
2021-04-28,Tablets,292435.21
2021-01-30,Accessories,263059.96
2023-07-10,Tablets,263058.36
2024-02-25,Accessories,341299.05999999994
2024-08-01,Smartphones,201270.11
2024-03-15,TVs,228040.44999999998
2020-08-11,Accessories,212106.50000000003
2020-07-18,TVs,270731.73
2025-01-02,Laptops,261437.40999999997
2025-01-12,Laptops,199771.12000000002
2022-11-04,Smartphones,384841.56
2023-01-08,Laptops,384729.07999999996
2022-05-10,Laptops,227925.75
2025-03-06,Accessories,223150.69
2023-01-10,TVs,319468.17000000004
2024-01-31,Accessories,286611.35
2024-10-22,TVs,191011.49
2025-05-22,Smartphones,248800.58
2023-12-02,TVs,197916.86
2021-06-14,TVs,204833.31
2022-03-15,TVs,235133.78999999998
2022-12-17,Smartphones,320597.96
2025-01-17,TVs,198968.56
2022-11-03,Accessories,269298.87999999995
2025-05-17,Laptops,257314.39
2022-12-28,Accessories,297292.32
2022-09-25,Laptops,223802.48
2022-01-09,Smartphones,213188.6
2024-08-22,TVs,171821.28
2025-03-24,Smartphones,195532.12
2025-05-02,Tablets,237733.05000000002
2025-01-27,Laptops,256837.75
2023-04-10,Laptops,98963.82999999999
2023-09-15,TVs,253205.87
2021-12-07,Accessories,290735.2
2021-07-07,Laptops,209326.99
2024-05-28,TVs,380237.44999999995
2023-06-24,Accessories,240116.81999999998
2025-05-10,Laptops,277018.63
2021-12-14,Accessories,198048.15999999997
2022-04-04,Smartphones,247487.26
2020-08-06,Accessories,246270.76
2025-02-11,Smartphones,264180.85
2025-02-22,Smartphones,219801.91
2021-03-07,Accessories,286480.56
2021-03-22,Laptops,294041.63999999996
2023-02-05,TVs,201438.08000000002
2025-04-29,Laptops,266736.54
2023-10-17,Laptops,286055.14
2024-02-01,TVs,195558.61000000002
2021-11-14,Tablets,238603.16999999998
2024-10-25,TVs,180200.38
2023-09-25,Smartphones,269563.32
2020-08-09,TVs,328228.24999999994
2022-04-11,Accessories,103565.09
2021-03-15,Smartphones,246339.93000000002
2024-07-02,Smartphones,258387.84
2024-05-07,Tablets,279240.11999999994
2023-01-22,TVs,191143.51
2022-03-10,Laptops,263968.77999999997
2025-02-04,TVs,205500.64
2021-12-24,Laptops,187521.67
2021-09-01,Tablets,272683.63999999996
2023-02-25,Tablets,271262.92000000004
2022-08-28,Accessories,339228.23
2020-12-13,Laptops,265274.56
2022-06-14,Tablets,337357.44
2022-09-05,TVs,188757.94
2022-02-28,Tablets,219210.31999999998
2023-05-11,Smartphones,211876.21000000002
2024-01-17,Laptops,253013.68
2021-09-25,Smartphones,325664.36
2021-10-30,Accessories,287424.63999999996
2021-05-07,Tablets,302291.91
2024-07-18,Smartphones,291337.25999999995
2024-02-23,TVs,264443.9
2023-01-18,Laptops,240548.18000000002
2023-02-21,Tablets,234352.58000000002
2023-03-16,Accessories,267165.67
2021-09-14,Laptops,241611.34000000003
2021-04-12,Tablets,226422.18999999997
2023-12-23,TVs,374555.32999999996
2024-02-24,TVs,250883.63999999998
2021-04-06,Tablets,205710.99
2021-02-22,Laptops,255840.56
2023-01-06,TVs,281270.55
2025-01-30,Tablets,191105.33000000002
2024-08-29,TVs,281875.49
2024-04-25,Laptops,273244.75
2022-01-27,Tablets,243846.34
2024-06-11,TVs,252199.13999999998
2025-03-19,Laptops,233392.21
2021-03-17,Accessories,318708.81
2020-10-22,Smartphones,225635.81000000006
2020-09-04,Smartphones,244081.52000000002
2023-12-12,Accessories,225196.36
2024-05-25,Accessories,251255.18999999997
2023-02-13,TVs,314059.61
2021-12-12,Tablets,294068.19000000006
2023-07-19,Tablets,298806.36
2021-12-17,Laptops,175053.93
2022-07-12,TVs,304287.29
2020-11-08,Laptops,256862.79
2023-09-28,Accessories,294126.94
2023-04-12,Laptops,236393.24000000002
2025-02-09,Accessories,271231.5
2022-05-13,Laptops,253523.66000000003
2023-04-15,Smartphones,253175.76
2022-01-05,TVs,189434.86000000002
2024-11-18,Smartphones,260044.44
2025-03-01,Smartphones,179152.41999999998
2023-02-23,Tablets,295305.24
2024-09-13,Laptops,326140.6
2021-10-28,Laptops,295319.86
2022-05-17,TVs,265653.38999999996
2024-05-18,Smartphones,222280.28999999995
2024-02-23,Tablets,215599.49000000002
2023-03-16,TVs,211500.91999999998
2024-01-21,TVs,261318.31999999998
2020-06-21,Accessories,257489.65999999995
2020-07-30,Accessories,225828.78999999998
2024-11-13,Laptops,275946.64
2021-06-07,Tablets,215111.57999999996
2024-10-23,Laptops,183940.47000000003
2024-08-02,Accessories,215114.03999999998
2025-01-04,Smartphones,214402.02
2020-09-29,TVs,301693.39
2020-11-16,Smartphones,288066.45999999996
2020-09-08,Smartphones,259123.47
2022-02-15,Smartphones,244181.48999999996
2023-03-17,Laptops,264158.93000000005
2022-10-18,Laptops,231651.2
2020-07-22,Accessories,146028.93
2022-02-27,Tablets,356348.36000000004
2020-12-27,Accessories,229569.34999999995
2025-06-17,Laptops,384485.22000000003
2022-09-09,TVs,288761.07
2021-11-17,Tablets,221921.9
2023-05-05,Laptops,227568.82
2022-06-01,Accessories,187980.09
2021-05-21,Laptops,211810.37
2022-08-12,TVs,202810.94
2024-09-22,Smartphones,174569.84000000003
2021-02-24,Accessories,252939.64000000004
2024-09-08,Accessories,193018.22000000003
2021-01-31,TVs,293445.33
2021-01-17,Laptops,194564.62999999998
2023-03-24,Laptops,223977.79000000004
2023-09-24,TVs,274969.19
2022-04-30,Smartphones,232749.48
2021-03-21,Laptops,223702.71
2020-12-07,Laptops,253284.91999999998
2022-11-15,Smartphones,296646.02999999997
2024-07-06,Laptops,275606.53
2022-10-03,Smartphones,233088.87
